0	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
48	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
116	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
185	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
252	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
319	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
386	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
451	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
518	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
585	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
649	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
714	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
779	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
845	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
910	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
978	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1047	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1117	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1182	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1247	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1312	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1375	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1442	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1507	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1574	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1639	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1707	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1774	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1840	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1907	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
1973	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2038	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2104	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2168	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2234	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2299	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2367	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2433	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2498	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2564	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2629	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2695	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2760	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2824	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2889	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
2952	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3016	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3081	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3146	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3210	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3276	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3339	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3405	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3469	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3533	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3599	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3661	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3727	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3796	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3861	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3927	87004.84	279.778	392.134	52.2589893895468	1266.48156182341
3992	87003.768	279.778	391.357	52.2075931023956	1266.58249765953
4053	87002.632	279.777	390.572	52.1555372280789	1266.68946061478
4127	87001.688	279.776	389.939	52.1135124601651	1266.77834618446
4189	87001.48	279.776	390.001	52.1177108917086	1266.79793124548
4261	87002.248	279.777	391.265	52.2018280745406	1266.72561736245
4332	87004.256	279.778	394.304	52.4033289103181	1266.53654913164
4404	87007.56	279.78	399.291	52.7323269267393	1266.22546048986
4478	87012.04	279.783	406.302	53.191421325279	1265.8036606612
4540	87016.752	279.786	414.123	53.6989056595816	1265.36003660238
4603	87021.984	279.789	422.946	54.2656090555465	1264.8674785196
4666	87027.48	279.792	432.304	54.8601737592162	1264.35009241403
4728	87033.016	279.795	440.76	55.3916973952522	1263.82896750937
4799	87038.944	279.799	448.626	55.8813856718371	1263.27097190135
4869	87043.88	279.802	454.385	56.2369639470366	1262.80637555657
4930	87047.232	279.804	457.971	56.4571416150653	1262.49088388097
4992	87049.872	279.806	460.725	56.6256658796853	1262.24241287552
5064	87051.976	279.807	463.404	56.7891649377505	1262.04439338302
5135	87053.032	279.808	465.714	56.9300202007212	1261.94500863457
5196	87053.344	279.808	467.647	57.0477178959315	1261.91564514572
5258	87053.272	279.808	469.682	57.171492753332	1261.92242132789
5321	87052.976	279.808	471.749	57.2970115392771	1261.95027901338
5381	87052.6	279.807	473.375	57.395501308455	1261.98566591366
5451	87052.288	279.807	474.605	57.4699785039523	1262.01502960573
5518	87052.08	279.807	475.611	57.5308049771579	1262.03460544779
5581	87052.12	279.807	476.387	57.5776145977255	1262.03084085984
5647	87052.384	279.807	477.049	57.6174412938616	1262.00599461448
5711	87052.904	279.808	477.677	57.6552105968509	1261.95705521875
