20	0	-25.1505	-130.0349
40	16.1878	-25.6206	-130.9657
61	16.6254	-26.244	-132.05
85	16.7761	-26.7641	-133.0146
102	16.4521	-26.5715	-133.842
122	16.5982	-27.1074	-134.8303
159	16.9121	-27.4637	-135.8187
167	17.2206	-27.916	-136.7363
184	17.4485	-28.3938	-137.6488
207	17.435	-28.8315	-138.3783
225	16.9199	-28.6763	-138.969
245	17.2885	-29.1174	-139.9122
266	17.563	-29.5976	-140.8409
286	17.9423	-30.0972	-141.7021
307	18.2385	-30.64	-142.5681
352	17.91	-30.8994	-143.1854
361	18.1261	-31.4001	-144.0941
369	18.2757	-31.8982	-145.0221
389	18.5047	-32.4057	-145.9217
409	18.7189	-32.9655	-146.8474
430	18.8447	-33.4125	-147.6481
453	18.8375	-33.2679	-148.3669
473	19.27	-34.228	-150.1817
524	19.5077	-35.2614	-151.8835
534	19.2162	-35.066	-152.5024
549	19.5547	-35.5733	-153.4753
569	20.4788	-36.5989	-156.2889
590	20.7681	-36.6902	-157.065
610	21.6486	-36.6609	-159.4058
649	22.2183	-37.127	-160.3943
658	22.6601	-37.4571	-161.3071
672	22.0733	-36.9356	-161.5928
692	22.3001	-37.5047	-162.4424
715	22.6426	-38.0785	-163.3242
733	22.7357	-38.6026	-164.2156
754	22.8198	-39.1228	-165.1364
774	22.4311	-39.4424	-165.8936
794	21.3372	-40.266	-167.3954
830	20.7585	-40.6697	-168.0728
839	20.1844	-41.0035	-168.8919
856	19.3788	-40.9652	-169.3079
876	18.8318	-41.2746	-169.8705
895	18.4537	-41.4782	-170.4511
916	18.059	-41.8199	-171.0778
940	17.6976	-42.1215	-171.6569
958	17.5067	-41.686	-172.4577
978	16.9113	-40.423	-172.783
1025	16.9179	-40.7651	-173.5595
1034	17.1291	-41.2324	-174.3183
1042	17.2374	-41.7562	-175.0418
1062	17.4016	-42.2306	-175.744
1080	16.9172	-42.0638	-176.1573
1100	16.8102	-42.4792	-176.7688
1121	16.4271	-42.8813	-177.2579
1141	16.4698	-43.2516	-177.8935
1162	16.3741	-43.5672	-178.5246
1185	16.0657	-43.6321	-178.9274
1225	15.5646	-43.51	-179.4509
1233	15.2518	-43.9176	-179.4509
1244	14.7303	-44.3178	-179.4509
1264	14.3625	-44.6892	-179.4509
1285	14.099	-45.0206	-179.4509
1308	13.6234	-44.9561	-179.4509
1326	26.5461	-45.1482	-179.4509
1346	13.1167	-45.329	-179.4509
1367	12.7778	-45.6063	-179.4509
1387	12.1514	-45.8249	-179.4509
1426	11.6434	-45.6376	-179.4509
1440	10.6366	-45.6958	-179.4509
1461	10.1062	-45.7059	-179.4509
1481	9.5847	-45.6143	-179.4509
1502	8.59960000000001	-44.8051	-179.4509
1522	7.55430000000001	-43.4764	-179.4509
1546	7.0325	-43.3683	-179.4509
1563	6.5659	-43.2441	-179.4509
1584	6.03729999999999	-42.9755	-179.4509
1621	4.70339999999999	-42.8065	-179.4509
1630	4.59649999999999	-41.6714	-179.4509
1645	3.64689999999999	-40.0123	-179.4509
1669	3.19280000000001	-39.9089	-179.4509
1686	2.74770000000001	-39.7917	-179.4509
1707	2.52860000000001	-39.7292	-179.4509
1727	2.68889999999999	-39.3061	-179.4509
1748	1.43819999999999	-37.1176	-179.4509
1769	1.2527	-36.5856	-179.4509
1816	1.18960000000001	-36.4843	-179.4509
1825	1.66890000000001	-36.048	-179.4509
1834	0.769299999999987	-36.7633	-179.4509
1850	1.05189999999999	-36.1083	-179.4509
1871	0.656599999999997	-33.7552	-179.4509
1891	0.785699999999991	-33.0078	-179.4509
1915	0.950799999999987	-32.733	-179.4509
1932	0.766300000000001	-33.3697	162.9449
1952	0.919999999999987	-33.8412	162.5288
1973	1.2063	-33.8314	162.1562
2016	1.6687	-31.9257	161.6794
2025	1.84360000000001	-31.0468	161.4594
2036	1.95269999999999	-30.6175	161.1947
2055	1.89500000000001	-31.3404	160.9893
2075	2.27119999999999	-31.7041	160.5406
2096	2.62100000000001	-31.3304	160.1706
2115	3.13659999999999	-29.5975	159.7733
2136	3.5087	-28.9573	159.4697
2159	4.3792	-28.9834	158.8331
2177	4.95099999999999	-30.1675	158.2212
2217	4.9967	-30.1183	157.8479
2226	4.84739999999999	-29.3197	157.5251
2238	4.73509999999999	-28.2823	157.1369
2259	4.571	-28.2142	156.8463
2282	4.54230000000001	-28.2454	156.4346
2300	4.14109999999999	-29.3395	156.1317
2320	4.02250000000001	-29.2964	155.6293
2341	3.36689999999999	-28.3728	155.4571
2361	3.89510000000001	-26.35	154.6247
2382	3.38399999999999	-25.0655	154.3413
2418	3.16630000000001	-24.7329	153.8679
2428	1.97300000000001	-25.0958	153.8509
2443	2.00569999999999	-23.9889	153.3096
2463	2.90010000000001	-21.728	152.4342
2484	2.08690000000001	-21.6586	152.2039
2504	2.3862	-20.1853	151.607
2528	2.2962	-19.7141	151.1427
2545	2.2978	-18.4644	150.4828
2566	2.23159999999999	-17.9361	149.7687
2615	2.59739999999999	-16.8045	148.99
2623	2.22489999999999	-16.3019	148.4453
2632	2.45050000000001	-15.4611	147.7615
2651	2.58510000000001	-14.1364	147.0913
2668	1.7576	-12.9681	146.5612
2689	1.83109999999999	-12.176	145.8153
2709	2.26179999999999	-11.5996	145.0572
2730	2.52510000000001	-10.7444	144.3647
2750	2.19929999999999	-9.6105	143.8144
2792	3.6634	-7.97450000000001	142.1271
2801	3.73869999999999	-7.50659999999999	141.3642
2810	4.85120000000001	-6.1174	140.4455
2829	5.4007	-6.06039999999999	139.6374
2849	7.2124	-4.13839999999999	138.7033
2872	7.9863	-3.69059999999999	137.9726
2890	8.46289999999999	-3.9915	136.7499
2910	8.97450000000001	-3.45410000000001	135.6159
2931	10.3549	-1.77000000000001	134.4455
2951	11.2229	-0.255799999999994	133.401
2992	11.9083	0.156499999999994	132.3066
3002	12.6306	0.578599999999994	131.2849
3013	13.3004	0.534899999999993	130.0218
3033	13.8906	-0.13730000000001	128.8284
3054	14.6586	-2.1003	127.5892
3073	14.7582	-4.2525	126.4997
3094	15.6651	-5.98310000000001	126.4997
3117	15.7894	-7.9606	124.3247
3135	16.3064	-9.58420000000001	123.7841
3155	16.5479	-11.031	123.31
3193	16.5711	-12.7692	122.9019
3201	16.4454	-14.5921	122.5325
3218	16.583	-16.4514	122.0712
3240	16.7894	-18.3934	121.5843
3259	16.5573	-20.269	121.9167
3278	16.9078	-22.2404	122.0402
3300	16.6349	-23.6107	122.3208
3319	16.728	-24.716	122.4325
3340	16.8249	-25.5377	122.4578
3363	16.6401	-25.9446	122.6012
3397	16.566	-25.935	122.8604
3406	16.3073	-25.786	123.1434
3421	16.0791	-25.7285	123.3937
3442	15.8598	-25.6839	123.5936
3462	15.6306	-25.6381	123.7887
3486	15.6085	-25.1445	123.8368
3554	15.6085	-25.1445	123.8368
3575	14.3521	-23.7376	124.3448
3596	13.4685	-23.0769	124.6768
3643	12.6652	-22.4527	124.9686
3653	12.3569	-21.9513	125.0642
3661	12.0867	-21.8646	125.145
3677	11.9596	-21.9259	125.0569
3698	11.7387	-22.0427	124.9611
3718	11.4323	-22.0495	124.936
3739	11.4323	-22.165	124.856
3759	10.7894	-22.6546	124.8773
3783	10.913	-23.2884	124.6557
3800	9.91659999999999	-24.9964	124.9106
3844	10.223	-25.3146	124.6615
3853	10.3046	-24.8309	124.5365
